Activity Class,District,Representative Station,OSM Type,OSM ID,Building Name,Roof Shape,Roof Angle,Footprint m2,Type Tags,OSM URL
Retail: Department store,Scotland E,Edinburgh,way,316698352,,flat,,9.3,building=retail,https://www.openstreetmap.org/way/316698352
Retail: Department store,Scotland E,Edinburgh,way,316780653,,flat,,119.7,building=retail,https://www.openstreetmap.org/way/316780653
Retail: Department store,Scotland E,Edinburgh,way,316780654,,flat,,116.9,building=retail,https://www.openstreetmap.org/way/316780654
Retail: Department store,Scotland E,Edinburgh,way,316780655,,flat,,124.1,building=retail,https://www.openstreetmap.org/way/316780655
Retail: Department store,Scotland E,Edinburgh,way,316780656,,flat,,120.9,building=retail,https://www.openstreetmap.org/way/316780656
Retail: Department store,Scotland E,Edinburgh,way,320797157,,flat,,43.6,building=retail,https://www.openstreetmap.org/way/320797157
Retail: Department store,Scotland E,Edinburgh,way,331519923,,flat,,11.8,building=retail,https://www.openstreetmap.org/way/331519923
Retail: Department store,Scotland E,Edinburgh,way,331519925,,flat,,20.6,building=retail,https://www.openstreetmap.org/way/331519925
Retail: Department store,Scotland E,Edinburgh,way,338343390,,flat,,120.4,building=retail,https://www.openstreetmap.org/way/338343390
Retail: Department store,Scotland E,Edinburgh,way,338343485,,skillion,,9.2,building=retail,https://www.openstreetmap.org/way/338343485
Retail: Department store,Scotland E,Edinburgh,way,346342967,,flat,,68.2,building=retail,https://www.openstreetmap.org/way/346342967
Retail: Department store,Scotland E,Edinburgh,way,346342972,,flat,,48.7,building=retail,https://www.openstreetmap.org/way/346342972
Retail: Department store,Scotland E,Edinburgh,way,346342996,,flat,,37.7,building=retail,https://www.openstreetmap.org/way/346342996
Retail: Department store,Scotland E,Edinburgh,way,395619698,,flat,,39.1,building=retail,https://www.openstreetmap.org/way/395619698
Retail: Department store,Scotland E,Edinburgh,way,395619732,,flat,,42.5,building=retail,https://www.openstreetmap.org/way/395619732
Retail: Department store,Scotland E,Edinburgh,way,395619737,,flat,,32.4,building=retail,https://www.openstreetmap.org/way/395619737
Retail: Department store,Scotland E,Edinburgh,way,395619745,,flat,,29.3,building=retail,https://www.openstreetmap.org/way/395619745
Retail: Department store,Scotland E,Edinburgh,way,426730325,,flat,,82.0,building=retail,https://www.openstreetmap.org/way/426730325
Retail: Department store,Scotland E,Edinburgh,way,449369379,,flat,,5464.6,building=retail,https://www.openstreetmap.org/way/449369379
Retail: Department store,Scotland E,Edinburgh,way,507565110,,flat,,73.2,building=retail,https://www.openstreetmap.org/way/507565110
Retail: Department store,Scotland E,Edinburgh,way,683750650,,flat,,399.4,building=retail,https://www.openstreetmap.org/way/683750650
Retail: Department store,Scotland E,Edinburgh,way,760017837,,gabled,,166.9,building=retail,https://www.openstreetmap.org/way/760017837
Retail: Department store,Scotland E,Edinburgh,way,810201013,,flat,,109.1,building=retail,https://www.openstreetmap.org/way/810201013
Retail: Department store,Scotland E,Edinburgh,way,888196298,,flat,,95.0,building=retail,https://www.openstreetmap.org/way/888196298
Retail: Department store,Scotland E,Edinburgh,way,1118179750,,flat,,49.0,building=retail,https://www.openstreetmap.org/way/1118179750
Retail: Department store,Scotland N,Inverness,way,306929470,,flat,,224.8,building=retail,https://www.openstreetmap.org/way/306929470
Retail: Department store,Scotland W,Glasgow,way,13758518,Lidl,gabled,,1854.2,building=retail; shop=supermarket,https://www.openstreetmap.org/way/13758518
Retail: Department store,Scotland W,Glasgow,way,27247127,Mecca Bingo,round,,3704.5,building=retail; amenity=gambling,https://www.openstreetmap.org/way/27247127
Retail: Department store,Scotland W,Glasgow,way,58694663,McDonald's,flat,,208.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/58694663
Retail: Department store,Scotland W,Glasgow,way,80925329,,flat,,7402.0,building=retail,https://www.openstreetmap.org/way/80925329
Retail: Department store,Scotland W,Glasgow,way,114871481,Lidl,skillion,,1503.3,building=retail; shop=supermarket,https://www.openstreetmap.org/way/114871481
Retail: Department store,Scotland W,Glasgow,way,114871488,,mansard,,820.8,building=retail,https://www.openstreetmap.org/way/114871488
Retail: Department store,Scotland W,Glasgow,way,115418018,Rowan House,hipped,,493.5,building=retail,https://www.openstreetmap.org/way/115418018
Retail: Department store,Scotland W,Glasgow,way,116391551,,flat,,165.8,building=retail,https://www.openstreetmap.org/way/116391551
Retail: Department store,Scotland W,Glasgow,way,151951987,The Sou'Wester,flat,,174.6,building=retail,https://www.openstreetmap.org/way/151951987
Retail: Department store,Scotland W,Glasgow,way,162222951,,hipped-and-gabled,,311.6,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/162222951
Retail: Department store,Scotland W,Glasgow,way,169763459,Cookiez n Creamz,flat,,146.7,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/169763459
Retail: Department store,Scotland W,Glasgow,way,186191333,,gabled,,711.8,building=retail,https://www.openstreetmap.org/way/186191333
Retail: Department store,Scotland W,Glasgow,way,204058597,,flat,,1117.7,building=retail,https://www.openstreetmap.org/way/204058597
Retail: Department store,Scotland W,Glasgow,way,699724285,,flat,,29.8,building=retail,https://www.openstreetmap.org/way/699724285
Retail: Department store,Scotland W,Glasgow,way,852171296,Burger King,flat,,253.4,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/852171296
Retail: Department store,Scotland W,Glasgow,way,852171297,Costa,skillion,,227.1,building=retail; amenity=cafe,https://www.openstreetmap.org/way/852171297
Retail: Department store,Scotland W,Glasgow,way,1147045952,,gabled,,550.0,building=retail,https://www.openstreetmap.org/way/1147045952
Retail: Department store,Scotland W,Glasgow,way,1307052404,,flat,,163.7,building=retail,https://www.openstreetmap.org/way/1307052404
Retail: Department store,Scotland W,Glasgow,way,1307052405,,flat,,176.3,building=retail,https://www.openstreetmap.org/way/1307052405
Retail: Department store,Scotland W,Glasgow,way,1307052406,,flat,,422.1,building=retail,https://www.openstreetmap.org/way/1307052406
Retail: Department store,Scotland W,Glasgow,way,1307052409,,flat,,623.3,building=retail,https://www.openstreetmap.org/way/1307052409
Retail: Department store,Scotland W,Glasgow,way,1441731389,,flat,,185.8,building=retail,https://www.openstreetmap.org/way/1441731389
Retail: Department store,Scotland W,Glasgow,way,1441731400,,gabled,,107.0,building=retail,https://www.openstreetmap.org/way/1441731400
Health: Health centre,England NW and N Wales,Manchester,way,326731685,Levenshulme Health Centre,flat,,779.7,building=yes; amenity=clinic; healthcare=clinic,https://www.openstreetmap.org/way/326731685
Health: Health centre,England SE and Central S,London,way,51176572,Wellington Way Centre,flat,,824.7,building=yes; amenity=doctors; healthcare=doctor,https://www.openstreetmap.org/way/51176572
Health: Health centre,England SE and Central S,London,way,61977968,Brent Mental Health Service,mansard,,757.5,building=yes; healthcare=centre,https://www.openstreetmap.org/way/61977968
Health: Health centre,England SE and Central S,London,way,117687315,Abbey Road Health Centre,gabled,,374.1,building=yes; amenity=doctors; healthcare=doctor,https://www.openstreetmap.org/way/117687315
Health: Health centre,England SE and Central S,London,way,156546222,Lancaster Gate Medical Centre,flat,,152.7,building=yes; amenity=doctors; healthcare=doctor,https://www.openstreetmap.org/way/156546222
Health: Health centre,England SE and Central S,London,way,181059551,Crystal Palace Clinic,flat,,68.5,building=retail; amenity=clinic; healthcare=clinic,https://www.openstreetmap.org/way/181059551
Health: Health centre,England SE and Central S,London,way,236402402,Park House Medical Centre,gabled,,80.4,building=house; amenity=doctors; healthcare=doctor,https://www.openstreetmap.org/way/236402402
Health: Health centre,England SE and Central S,London,way,294683400,Latimer Health Centre,gabled,,303.1,building=yes; amenity=doctors; healthcare=doctor,https://www.openstreetmap.org/way/294683400
Health: Health centre,England SE and Central S,London,way,363272864,Queens Park Health Centre,gabled,,555.6,building=yes; amenity=clinic; healthcare=clinic,https://www.openstreetmap.org/way/363272864
Health: Health centre,England SE and Central S,London,way,373053302,Mildmay Medical Practice,flat,,411.5,building=yes; amenity=doctors; healthcare=doctor,https://www.openstreetmap.org/way/373053302
Health: Health centre,England SE and Central S,London,way,383198886,Primrose Resource Centre,pyramidal,,539.5,building=yes; amenity=clinic; healthcare=clinic,https://www.openstreetmap.org/way/383198886
Health: Health centre,England SE and Central S,London,way,422540690,The Ridgmount Practice,flat,,178.7,building=yes; amenity=doctors; healthcare=doctor,https://www.openstreetmap.org/way/422540690
Health: Health centre,England SE and Central S,London,way,424202424,The Child and Family Practice,gambrel,,89.6,building=yes; amenity=clinic; healthcare=clinic,https://www.openstreetmap.org/way/424202424
Health: Health centre,England SE and Central S,London,way,460379434,Chamberlayne Surgery,flat,,80.9,building=yes; amenity=doctors,https://www.openstreetmap.org/way/460379434
Health: Health centre,England SE and Central S,London,way,466092971,BPAS London East,hipped,,242.7,building=yes; amenity=clinic; healthcare=clinic,https://www.openstreetmap.org/way/466092971
Health: Health centre,England SE and Central S,London,way,539475188,Alexandra Surgery,gabled,,95.1,building=semidetached_house; amenity=doctors,https://www.openstreetmap.org/way/539475188
Health: Health centre,England SE and Central S,London,way,556541723,Staverton Surgery,hipped,,93.0,building=yes; amenity=doctors,https://www.openstreetmap.org/way/556541723
Health: Health centre,England SE and Central S,London,way,583302264,The Corner Surgery,gabled,,90.0,building=yes; amenity=doctors; healthcare=doctor,https://www.openstreetmap.org/way/583302264
Health: Health centre,England SE and Central S,London,way,586711056,Q Sports Physio,gabled,,38.4,building=retail; amenity=clinic; healthcare=clinic,https://www.openstreetmap.org/way/586711056
Health: Health centre,England SE and Central S,London,way,737130563,Commercial Way Surgery,gabled,,41.5,building=house; amenity=doctors; healthcare=doctor,https://www.openstreetmap.org/way/737130563
Health: Health centre,England SE and Central S,London,way,803752204,Joyce Campbell Clinic,gabled,,107.4,building=house; amenity=clinic; healthcare=clinic,https://www.openstreetmap.org/way/803752204
Health: Health centre,England SE and Central S,London,way,960900985,Oak Lane Medical Centre,gabled,,91.6,building=yes; amenity=doctors; healthcare=doctor,https://www.openstreetmap.org/way/960900985
Health: Health centre,England SE and Central S,London,way,1292147592,The Law Medical Group Practice,gabled,,152.3,building=yes; amenity=doctors; healthcare=doctor,https://www.openstreetmap.org/way/1292147592
Health: Health centre,England SE and Central S,London,way,1371150573,Fairview Medical Center,pyramidal,,206.4,building=civic; amenity=clinic; healthcare=clinic,https://www.openstreetmap.org/way/1371150573
Health: Health centre,England SW and S Wales,Exeter,way,165996323,Mount Pleasant Health Centre,hipped,,1516.2,building=yes; amenity=doctors; healthcare=doctor,https://www.openstreetmap.org/way/165996323
Health: Health centre,England SW and S Wales,Exeter,way,251542548,The Health Centre,hipped,,545.0,building=yes; amenity=doctors; healthcare=doctor,https://www.openstreetmap.org/way/251542548
Health: Health centre,England SW and S Wales,Exeter,way,377892521,Exwick Health Centre,hipped,,426.9,building=yes; amenity=doctors; healthcare=doctor,https://www.openstreetmap.org/way/377892521
Health: Health centre,England SW and S Wales,Exeter,way,391192630,The Whipton Surgery,hipped,,98.8,building=yes; amenity=doctors; healthcare=doctor,https://www.openstreetmap.org/way/391192630
Health: Health centre,England SW and S Wales,Exeter,way,475474916,Topsham Surgery,gabled,,340.9,building=yes; amenity=doctors; healthcare=doctor,https://www.openstreetmap.org/way/475474916
