Activity Class,District,Representative Station,OSM Type,OSM ID,Building Name,Storeys,Type Tags,OSM URL
Retail: Department store,England SE and Central S,London,way,586085732,Art House Hair Studio,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/586085732
Retail: Department store,England SE and Central S,London,way,586270057,Perfect Fried Chicken & Pizza,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/586270057
Retail: Department store,England SE and Central S,London,way,586270058,Silver Star,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/586270058
Retail: Department store,England SE and Central S,London,way,586270060,Betfred,3.0,building=retail; shop=bookmaker,https://www.openstreetmap.org/way/586270060
Retail: Department store,England SE and Central S,London,way,586270061,Al-Amin,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/586270061
Retail: Department store,England SE and Central S,London,way,586270062,Cambridge Heath Post Office,3.0,building=retail; amenity=post_office,https://www.openstreetmap.org/way/586270062
Retail: Department store,England SE and Central S,London,way,586270063,Tower Hamlet Pizza,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/586270063
Retail: Department store,England SE and Central S,London,way,586270064,Corner Super Market,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/586270064
Retail: Department store,England SE and Central S,London,way,586317178,Best Kebab,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/586317178
Retail: Department store,England SE and Central S,London,way,586317179,Troy's Barbers,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/586317179
Retail: Department store,England SE and Central S,London,way,586317182,Ali's Food Centre,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/586317182
Retail: Department store,England SE and Central S,London,way,586317186,Café Tres,3.0,building=retail; amenity=cafe,https://www.openstreetmap.org/way/586317186
Retail: Department store,England SE and Central S,London,way,586317188,Chrysanth Dental Care,3.0,building=retail; amenity=dentist; healthcare=dentist,https://www.openstreetmap.org/way/586317188
Retail: Department store,England SE and Central S,London,way,586711054,Palmyra,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/586711054
Retail: Department store,England SE and Central S,London,way,586711055,The Garden Fish Bar,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/586711055
Retail: Department store,England SE and Central S,London,way,586711056,Q Sports Physio,3.0,building=retail; amenity=clinic; healthcare=clinic,https://www.openstreetmap.org/way/586711056
Retail: Department store,England SE and Central S,London,way,586711057,Oliver Topham Antiques,3.0,building=retail; shop=antiques,https://www.openstreetmap.org/way/586711057
Retail: Department store,England SE and Central S,London,way,586711058,Rara,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/586711058
Retail: Department store,England SE and Central S,London,way,586711059,Flower Academy,3.0,building=retail,https://www.openstreetmap.org/way/586711059
Retail: Department store,England SE and Central S,London,way,586711060,IT Specialists,3.0,building=retail; shop=computer,https://www.openstreetmap.org/way/586711060
Retail: Department store,England SE and Central S,London,way,586711061,Squire’s Food and Wine,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/586711061
Retail: Department store,England SE and Central S,London,way,586711062,Kitten to Cat,3.0,building=retail; amenity=veterinary,https://www.openstreetmap.org/way/586711062
Retail: Department store,England SE and Central S,London,way,586711063,Qcut,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/586711063
Retail: Department store,England SE and Central S,London,way,586711065,Q-Verde,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/586711065
Retail: Department store,England SE and Central S,London,way,586711066,Curry Bae,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/586711066
Retail: Department store,England SE and Central S,London,way,586711067,Zita Elze,3.0,building=retail; shop=florist,https://www.openstreetmap.org/way/586711067
Retail: Department store,England SE and Central S,London,way,587320528,,3.0,building=retail,https://www.openstreetmap.org/way/587320528
Retail: Department store,England SE and Central S,London,way,587565218,Diddy's,3.0,building=retail; amenity=bar,https://www.openstreetmap.org/way/587565218
Retail: Department store,England SE and Central S,London,way,587565219,Caribbean-Kitchen,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/587565219
Retail: Department store,England SE and Central S,London,way,587565220,Crew Cuts,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/587565220
Retail: Department store,England SE and Central S,London,way,587565225,Wine Corner,3.0,building=retail; shop=alcohol,https://www.openstreetmap.org/way/587565225
Retail: Department store,England SE and Central S,London,way,587686489,Five Sisters,3.0,building=retail; shop=charity,https://www.openstreetmap.org/way/587686489
Retail: Department store,England SE and Central S,London,way,587686491,Turquoise Kitchen,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/587686491
Retail: Department store,England SE and Central S,London,way,587775071,,3.0,building=retail,https://www.openstreetmap.org/way/587775071
Retail: Department store,England SE and Central S,London,way,587775072,,3.0,building=retail,https://www.openstreetmap.org/way/587775072
Retail: Department store,England SE and Central S,London,way,587775073,,3.0,building=retail,https://www.openstreetmap.org/way/587775073
Retail: Department store,England SE and Central S,London,way,587870970,The Triangle Dental Practice,3.0,building=retail; amenity=dentist; healthcare=dentist,https://www.openstreetmap.org/way/587870970
Retail: Department store,England SE and Central S,London,way,587870972,Best Off Licence,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/587870972
Retail: Department store,England SE and Central S,London,way,587870973,Mare St. Cars,3.0,building=retail; amenity=taxi,https://www.openstreetmap.org/way/587870973
Retail: Department store,England SE and Central S,London,way,587954380,,3.0,building=retail,https://www.openstreetmap.org/way/587954380
Retail: Department store,England SE and Central S,London,way,587954386,Helgi's,3.0,building=retail; amenity=bar,https://www.openstreetmap.org/way/587954386
Retail: Department store,England SE and Central S,London,way,587954387,The Dolphin,3.0,building=retail; amenity=pub,https://www.openstreetmap.org/way/587954387
Retail: Department store,England SE and Central S,London,way,587954388,So Local,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/587954388
Retail: Department store,England SE and Central S,London,way,587954390,Carolina,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/587954390
Retail: Department store,England SE and Central S,London,way,587954392,Bronson's Burgers,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/587954392
Retail: Department store,England SE and Central S,London,way,587954398,Ha Nôi Phô,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/587954398
Retail: Department store,England SE and Central S,London,way,587954399,Chan's Noodle Bar,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/587954399
Retail: Department store,England SE and Central S,London,way,587954401,New Taste,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/587954401
Retail: Department store,England SE and Central S,London,way,587954402,Huy Minh Supermarket,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/587954402
Retail: Department store,England SE and Central S,London,way,587954403,Design Room,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/587954403
Retail: Department store,England SE and Central S,London,way,587954404,Green Papaya,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/587954404
Retail: Department store,England SE and Central S,London,way,588223094,Educated Palate,3.0,building=retail; amenity=cafe,https://www.openstreetmap.org/way/588223094
Retail: Department store,England SE and Central S,London,way,589649622,Making Waves,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/589649622
Retail: Department store,England SE and Central S,London,way,589649623,Lockdown Bakehouse,3.0,building=retail; amenity=cafe,https://www.openstreetmap.org/way/589649623
Retail: Department store,England SE and Central S,London,way,589649624,Artechef,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/589649624
Retail: Department store,England SE and Central S,London,way,589649625,Editor@37,3.0,building=retail; shop=clothes,https://www.openstreetmap.org/way/589649625
Retail: Department store,England SE and Central S,London,way,589649626,The Peach Tree Beauty Clinic,3.0,building=retail; shop=beauty,https://www.openstreetmap.org/way/589649626
Retail: Department store,England SE and Central S,London,way,589649627,Mary’s Living & Giving Shop,3.0,building=retail; shop=charity,https://www.openstreetmap.org/way/589649627
Retail: Department store,England SE and Central S,London,way,589699805,,3.0,building=retail,https://www.openstreetmap.org/way/589699805
Retail: Department store,England SE and Central S,London,way,589699806,KFC,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/589699806
Retail: Department store,England SE and Central S,London,way,589699807,Ash News,3.0,building=retail; shop=newsagent,https://www.openstreetmap.org/way/589699807
Retail: Department store,England SE and Central S,London,way,589699809,Sense,3.0,building=retail; shop=charity,https://www.openstreetmap.org/way/589699809
Retail: Department store,England SE and Central S,London,way,589699810,Original PFC,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/589699810
Retail: Department store,England SE and Central S,London,way,589699811,Baba Doner,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/589699811
Retail: Department store,England SE and Central S,London,way,589699812,Empire Express,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/589699812
